1,947426537640,780042555416,202550,3,4,3,2f88b59d5d8c728f01796550623bd5535595e723daa97ff23c168aad7704eff7,https://launcher.zoom.us/downloads/q3Fyfzk790wp4vo0p_F_W5-ZPURi4a00vDeUIqyP-tTHK-8E7jbkGXFzdV8cvqom5yKnQTbqFUnTtgWOlyvfOImfKi-qBLGoeW0Rs3rostp9tJGYzGpBONs0z-7SgTlPsydowxo8QcTQ_0lWnjtJbpT9bH9NC-cOGOkVrao9YhDXeO0Y73-MQnDqAqXEeXa__xocnYCG3J6SB1R0qsU3xqH6iLmR8UwPm3ebiYash5-XmgzqcBSBj2DX97s6g11i7tPchmA1vKqW0rNHLFU1OUMQ7inoPisHogJaVvl4xZpyIjdUGVFP7q6TRIDEZLCnVuVVlsc0Eg5KtH4mxKuj5A.b4f6acc2ed5d76ec8effe709c9889645fc970ef9443c66409156003cc61829f6/Zoom_launcher.exe
2,939666899160,955256176768,454,2,2,1,0b17997c2705129e7b19e4b6354711abc73f70272e7a9bd519163b5f4fad9d1e,http://www.madcpms.com/740f53f9eba3584643fdeef233d0edfe/invoke.js
3,91980411016,179319107624,11,7,7,1,3841bcd02506b1c0483a13894c461947d795f272f77db7821ab05a20ce8ab8b7,https://github.com/puracore/pura/releases/download/v1.0.0.0/PURA-1.0.0-DAWN-Windows-x64-Setup.exe
4,947426537640,966289285216,202550,2,2,1,2f88b59d5d8c728f01796550623bd5535595e723daa97ff23c168aad7704eff7,https://launcher.zoom.us/downloads/qf5BgiM-oNpLtIcwe1HacNv853JxmDaCxcrfSZG1AA0_-0AmQ22U1VU_hE2qa0jaD0ZWT6waW0TaSciMtovUTBFhBq3IAvsA6LDn9uNV6w71kO-9-b0viaoZp1Wc5jLd3k7I5lcHrbmeuFX6SxBvNnZaQNLblAm_u4ft5BSYHZR7ayCP0AQzwG3HWo1lew3ZA1imAsyLR6v5d9K7tndj9mI-J1ns4U_dTUkMjtJtFNKavdgpxOpXu6UC0KHmemsmWBgkA4TK9RrD-mfyqhAxX0GBUgggPCNP59aJn-chrJgvYA_3vDgM9Nqy7HlcH9Vh0tvtq4ImCxDT0QNBQEPMbifNPntx_j6lKcNdUS9N2aC5LJe2ZFa_eV2u6EZ_L28x.335c6d5ca1f0518ac335307d5d4e4128ea234d36963d7683ff20962ea046c45e/Zoom_launcher.exe
5,7577428104,14656679952,821,228,317,1,6b978d580701b04c734ad2645a9393b2611b50f78bd9af62c0bb8f3d5b355326,https://totalcommander.ch/win/tcmd921ax64.exe
6,145203548296,780910690304,86,2,2,1,f5cf623ba14b017af4aec6c15eee446c647ab6d2a5dee9d6975adc69994a113d,http://download2.audials.com/AudialsPC/installers/plugins/public/webrip_audials/api-ms-win-crt-heap-l1-1-0.dll
7,131072622840,790874095640,76,2,2,1,c8c499b012d0d63b7afc8b4ca42d6d996b2fcf2e8b5f94cacfbec9e6f33e8a03,http://download2.audials.com/AudialsPC/installers/plugins/public/update_videoraptor/api-ms-win-core-file-l1-2-0.dll
8,947426537640,981264679104,202550,2,2,2,2f88b59d5d8c728f01796550623bd5535595e723daa97ff23c168aad7704eff7,https://launcher.zoom.us/downloads/kmcRIxkxvjEpLklhOLNEOZueJk9h_k04o3AiYptm1bscGh90Ev8C5uoJgnSuP8dqszk6EOPRyrmbazN5oziYtQmuu6Jr3F9yBdg9tI0IagoCAtwyFuIDDuMjfvbg3fMX7Wah346scLjOGhk6CJ4tM3Thin5GKUoi-yUqme906BbJaAAzIasBu5uOFQRmZF8Os73sI5NLlnWrKViKhV13FzkOHHLQIyRLDLxBuMOnWUDsudTMhh_7P160P12z3HRdM6nwEKuSiqh-NtI0ye77Y4wf29sf8roYEcVa7i8TY3UqGiW4BgOlng7E-TCroLxXpPNxkVD9174W-yV3iF0OpH908VXRnOeeCIpD4vQEpFnZSyzPuyQrD8DuRBV_AdGslIL0-kHaT9G-vvf1HcDR9A==.7e61d23bd70d2b5501b0d76752a196184f84346d86c25f6a0349d60519408077/Zoom_launcher.exe
9,18926522400,203173912744,58,11,11,1,92af04fb39c14326bb917dd52f1b6ebef03ba151aa6f885eeecc8f78daf15e76,https://downloads.dell.com/FOLDER95319M/1/Silicon-Integrated-Systems_S_A02_R235001.exe
10,939873714256,998223184040,27,1,2,1,788ae623043e7395dcf6f0ae2a68eb9c18fec43ec9e85057b992049c0bc06e9f,http://zagent913.h-cdn.com/admin/rmt/hola.org/static/Hola-Setup-x64-1.168.687.exe
